ID,EnglishNames,Countries,CountryCode,Endangerment,No,Latitude,Longitude
872,Yaqui (United States of America),United States of America,USA,Definitely endangered,510,32.1158,-111.0638
1451,Kalapalo,Brazil,BRA,Vulnerable,506,-12.1574,-53.2521
491,Nganasan,Russian Federation,RUS,Severely endangered,505,72.816,91.582
2719,Jakaltek (Mexico),Mexico,MEX,Severely endangered,504,16.3137,-93.2084
951,Zapotec of San Antonino el Alto,Mexico,MEX,Definitely endangered,504,16.8166,-97.0333
550,Purum,India,IND,Critically endangered,503,24.3521,93.5925
546,Aheu,Lao People's Democratic Republic,LAO,Definitely endangered,500,18.4333,104.5
752,Amahuaca,Peru,PER,Severely endangered,500,-10.8764,-72.29
86,Anfillo,Ethiopia,ETH,Critically endangered,500,8.5049,34.7415
1514,Arbanasi,Croatia,HRV,Severely endangered,500,44.0994,15.2545
681,Baniva,Venezuela (Bolivarian Republic of),VEN,Severely endangered,500,2.8333,-67.5219
2169,Bataan Ayta,Philippines,PHL,Definitely endangered,500,14.4324,120.4788
1041,Bats,Georgia,GEO,Severely endangered,500,42.0982,45.0878
965,Black Mountain,Bhutan,BTN,Definitely endangered,500,27.1955,90.43
2615,Busoa,Indonesia,IDN,Vulnerable,500,-5.5722,122.6074
1004,Chong,"Cambodia, Thailand","KHM, THA",Severely endangered,500,12.9506,102.0374
43,Domaaki,Pakistan,PAK,Severely endangered,500,36.0979,73.9627
522,Ganan,Myanmar,MMR,Severely endangered,500,24.2317,95.3778
1032,Havasupai,United States of America,USA,Definitely endangered,500,36.2429,-112.6897
1007,Kensiw (Thailand),Thailand,THA,Severely endangered,500,7.1712,99.7915
2206,Khmin,China,CHN,Vulnerable,500,22.0469,100.8065
1050,Khvarshi,Russian Federation,RUS,Definitely endangered,500,42.3417,46.1212
2487,Kundal Shahi,"India, Pakistan","IND, PAK",Definitely endangered,500,34.55,73.8833
2242,Laghuu,Viet Nam,VNM,Definitely endangered,500,23.6166,105.6833
532,Laha (Lao Cai),Viet Nam,VNM,Definitely endangered,500,22.0333,103.75
2197,Laha (Son La),Viet Nam,VNM,Definitely endangered,500,21.4666,103.75
1404,Langa,Cameroon,CMR,Severely endangered,500,6.5404,11.6427
2682,Laxudumau,Papua New Guinea,PNG,Vulnerable,500,-2.8922,151.2467
1394,Majera,Cameroon,CMR,Critically endangered,500,11.3231,14.9839
772,Maliseet-Passamaquoddy,United States of America,USA,Severely endangered,500,44.9572,-67.0496
1543,Mikasuki,United States of America,USA,Vulnerable,500,26.3202,-80.9877
1299,Mlomp,Senegal,SEN,Critically endangered,500,12.7421,-16.4904
2560,Onin,Indonesia,IDN,Vulnerable,500,-2.9745,132.2383
2561,Ormu,Indonesia,IDN,Vulnerable,500,-2.5136,140.6675
306,Palikur (French Guyana),French Guiana (France),GUF,Severely endangered,500,3.908,-51.9873
1918,Pemon (Brazil),Brazil,BRA,Vulnerable,500,4.664,-60.216
996,Quechua of Chachapoyas,Peru,PER,Critically endangered,500,-6.2606,-77.7722
2449,Samatu,China,CHN,Critically endangered,500,24.2105,98.9655
1163,Seke,Nepal,NPL,Vulnerable,500,28.9282,83.8249
2056,Siona / Secoya (Colombia),Colombia,COL,Critically endangered,500,0.493,-76.2464
414,South Saami,"Norway, Sweden","NOR, SWE",Severely endangered,500,64.2063,13.4802
2567,Taikat,Indonesia,IDN,Definitely endangered,500,-2.8429,140.846
2319,Taloki,Indonesia,IDN,Definitely endangered,500,-4.5928,122.8628
1644,Tamki,Chad,TCD,Critically endangered,500,11.48,18.2125
1866,Tawahka,Honduras,HND,Severely endangered,500,15.3602,-85.1373
1003,Thavung (Thailand),Thailand,THA,Severely endangered,500,17.3168,103.5142
2322,Tomadino,Indonesia,IDN,Definitely endangered,500,-2.5836,121.9729
2619,Toratán,Indonesia,IDN,Definitely endangered,500,1.0354,124.7985
1292,Tunisian Judeo-Arabic (Tunisia),Tunisia,TUN,Critically endangered,500,33.8795,10.0634
1890,Ulwa,Nicaragua,NIC,Severely endangered,500,12.8894,-83.5779
1472,"Ute (Colorado, Ute Mountain)",United States of America,USA,Severely endangered,500,37.2105,-108.7223
237,Walmajarri,Australia,AUS,Definitely endangered,500,-19.9939,125.5297
321,Warekena (Venezuela),Venezuela (Bolivarian Republic of),VEN,Severely endangered,500,2.5479,-67.2802
64,Boguru,"Democratic Republic of the Congo, Sudan","ZAI, SDN",Critically endangered,494,4.3902,29.2016
1937,Pukobyê,Brazil,BRA,Vulnerable,494,-5.3316,-46.7138
2255,Swoeng,Lao People's Democratic Republic,LAO,Definitely endangered,492,15.3333,106.75
1730,Wali,Sudan,SDN,Critically endangered,487,11.9372,29.3005
1667,Gavião do Pará,Brazil,BRA,Vulnerable,476,-5.1784,-48.999
2352,Malecite,"Canada, United States of America","CAN, USA",Definitely endangered,475,46.8023,-67.6686
1915,Ninam (Brazil),Brazil,BRA,Vulnerable,466,3.1185,-62.9736
1626,Zoró,Brazil,BRA,Vulnerable,464,-10.9519,-61.0729
1917,Sanema (Brazil),Brazil,BRA,Vulnerable,462,2.8113,-63.0615
935,Ixtenco Otomí,Mexico,MEX,Severely endangered,461,19.2495,-97.8943
1533,Ottawa (Michigan),United States of America,USA,Critically endangered,459,43.5971,-84.7752
1756,Kanela Apaniekra,Brazil,BRA,Vulnerable,458,-6.2716,-46.1865
2347,Satawal,Micronesia (Federated States of),FSM,Severely endangered,458,7.3406,147.041
956,Chatino of Zacatepec,Mexico,MEX,Definitely endangered,453,16.1333,-97.35
2527,Demisa,Indonesia,IDN,Definitely endangered,450,-2.7016,136.6699
899,Koasati (Louisiana),United States of America,USA,Definitely endangered,450,30.4855,-92.8494
1544,Koasati (Texas),United States of America,USA,Definitely endangered,450,30.7155,-94.6965
730,Nanti,Peru,PER,Vulnerable,450,-11.6629,-72.6965
82,Shabo,Ethiopia,ETH,Severely endangered,450,7.327,35.2935
750,Sharanahua,Peru,PER,Severely endangered,450,-10.3365,-70.9277
653,Siona  Secoya (Peru),Peru,PER,Definitely endangered,450,-0.5712,-74.8828
2653,Tolomako,Vanuatu,VUT,Definitely endangered,450,-15.1834,166.8438
1820,Enawenê-Nawê,Brazil,BRA,Vulnerable,445,-12.5223,-59.7656
1029,Valle Nacional Chinantec,Mexico,MEX,Definitely endangered,442,17.7747,-96.3034
598,Gavião de Rondônia,Brazil,BRA,Vulnerable,436,-10.4445,-61.6992
1500,Tabasco Náhuatl,Mexico,MEX,Critically endangered,434,18.0026,-93.3722
2703,Sera,Papua New Guinea,PNG,Severely endangered,432,-3.0033,141.9158
1921,Yecuana (Brazil),Brazil,BRA,Vulnerable,430,2.8552,-63.3251
1331,Alabugat Tatar,Russian Federation,RUS,Definitely endangered,422,45.4447,47.0324
950,"Zapotec of the Southern mountains, eastern lowlands",Mexico,MEX,Definitely endangered,420,16.2,-96.7
931,Western Otomí,Mexico,MEX,Severely endangered,415,19.4335,-100.3456
282,Moose Cree,Canada,CAN,Vulnerable,405,52.2827,-81.6276
937,Tlahuica,Mexico,MEX,Severely endangered,405,18.9664,-99.4137
616,Katukina do Acre,Brazil,BRA,Severely endangered,404,-6.4899,-69.2578
2264,Abai Sungai,Malaysia,MYS,Definitely endangered,400,5.587,118.3695
1999,Barasana (Colombia),Colombia,COL,Critically endangered,400,0.0769,-70.3894
1403,Beezen,Cameroon,CMR,Severely endangered,400,6.7518,10.0744
66,Buga,Sudan,SDN,Critically endangered,400,8.2495,25.7574
1456,Cheyenne (Oklahoma),United States of America,USA,Severely endangered,400,35.6022,-97.9766
1345,Cimbrian,Italy,ITA,Definitely endangered,400,45.867,11.4268
10,Cobiana,"Guinea-Bissau, Senegal","GNB, SEN",Critically endangered,400,12.4017,-16.3229
449,Dagur (Amur),China,CHN,Critically endangered,400,49.5252,127.5402
101,Dahalo,Kenya,KEN,Severely endangered,400,-2.2625,40.7537
293,Émérillon,French Guiana (France),GUF,Severely endangered,400,2.8991,-52.8881
671,Gagauz (Maritime),"Bulgaria, Romania","BGR, ROU",Severely endangered,400,43.2932,27.9602
1415,Hijuk,Cameroon,CMR,Critically endangered,400,4.2861,10.4919
1821,Hobyot,"Oman, Yemen","OMN, YEM",Severely endangered,400,16.6388,53.0612
359,Inari Saami,Finland,FIN,Severely endangered,400,68.8446,27.2817
363,Istriot,Croatia,HRV,Severely endangered,400,45.0541,13.7246
2305,Kalao,Indonesia,IDN,Definitely endangered,400,-7.3134,121.0034
1510,Kamaiurá,Brazil,BRA,Vulnerable,400,-12.1655,-53.4292
769,Kickapoo (Kansas),United States of America,USA,Severely endangered,400,39.6972,-95.7089
1527,Kickapoo (Oklahoma),United States of America,USA,Severely endangered,400,35.4245,-97.0713
1528,Kickapoo (Texas),United States of America,USA,Severely endangered,400,28.6147,-100.4386
873,Kiowa,United States of America,USA,Severely endangered,400,35.1016,-98.6197
2307,Koroni,Indonesia,IDN,Definitely endangered,400,-2.6412,121.9894
1200,Lamongse,India,IND,Critically endangered,400,7.3134,93.6968
1392,Ndunda,Nigeria,NGA,Severely endangered,400,6.9482,10.9698
859,Northern Paiute (Nevada),United States of America,USA,Definitely endangered,400,41.9979,-117.7193
549,Pupeo,China,CHN,Definitely endangered,400,23.1666,105.1
705,Rapa,French Polynesia (France),PYF,Severely endangered,400,-27.8973,-143.5034
2419,Red Gelao (China),China,CHN,Critically endangered,400,26.2553,105.8571
2701,Sengseng,Papua New Guinea,PNG,Vulnerable,400,-6.0681,150.2792
1914,Sirionó,Bolivia (Plurinational State of),BOL,Severely endangered,400,-14.557,-63.7316
2320,Talondo,Indonesia,IDN,Definitely endangered,400,-2.3723,119.3774
751,"Yaminahua (Bolivia, Peru)","Bolivia (Plurinational State of), Peru","BOL, PER",Severely endangered,400,-10.7469,-71.7297
969,Mixtec of Zapotitlán,Mexico,MEX,Severely endangered,396,18.3333,-97.4666
1977,Sanema (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,393,4.4669,-64.1931
1409,Ts'ixa,Botswana,BWA,Definitely endangered,390,-18.9894,23.692
1843,Pirahã,Brazil,BRA,Vulnerable,389,-6.9264,-61.1279
968,Mixtec of San Pedro Tidaá,Mexico,MEX,Severely endangered,384,17.35,-97.3833
2423,Yerong,China,CHN,Severely endangered,380,23.0732,106.0789
1882,A'ingae / Cofan (Colombia),Colombia,COL,Severely endangered,379,0.4525,-76.9191
258,Halkomelem,"Canada, United States of America","CAN, USA",Severely endangered,375,48.7715,-123.6678
1237,Yudja,Brazil,BRA,Vulnerable,362,-10.956,-53.3235
1238,Kisêdjê,Brazil,BRA,Vulnerable,351,-11.5795,-53.031
2488,Auye,Indonesia,IDN,Vulnerable,350,-3.5627,135.9915
2519,Awyi,Indonesia,IDN,Vulnerable,350,-2.943,140.6359
2640,Bierebo,Vanuatu,VUT,Vulnerable,350,-16.6539,168.1539
2533,Fayu,Indonesia,IDN,Vulnerable,350,-3.1,136.8
2643,Labo,Vanuatu,VUT,Vulnerable,350,-16.4492,167.4481
1512,Mra,"China, India","CHN, IND",Critically endangered,350,28.3914,93.3837
1868,Myky,Brazil,BRA,Vulnerable,350,-12.5331,-59.5019
1191,Na,"China, India","CHN, IND",Critically endangered,350,28.4638,93.3041
1839,Nadëb,Brazil,BRA,Definitely endangered,350,-1.9771,-67.0166
2318,Taje,Indonesia,IDN,Critically endangered,350,-0.747,120.086
1849,Tenharim,Brazil,BRA,Severely endangered,350,-8.4071,-61.1499
303,Mako,Venezuela (Bolivarian Republic of),VEN,Critically endangered,345,4.2149,-65.7421
430,Barām,Nepal,NPL,Critically endangered,342,28.041,84.629
1239,Ikpeng,Brazil,BRA,Vulnerable,342,-11.7376,-53.616
357,Gardiol,Italy,ITA,Severely endangered,340,39.4658,15.9933
1760,Araweté,Brazil,BRA,Vulnerable,339,-5.1347,-52.3388
926,Northern Pame,Mexico,MEX,Definitely endangered,337,21.9955,-99.6458
2388,Thompson,Canada,CAN,Severely endangered,335,50.1909,-120.8431
2611,Serili,Indonesia,IDN,Vulnerable,328,-8.1136,129.9023
2676,Kaningara,Papua New Guinea,PNG,Vulnerable,327,-4.5784,143.3612
914,Misantla Totonac,Mexico,MEX,Critically endangered,325,19.865,-96.7755
2492,Nemi,New Caledonia (France),NCL,Definitely endangered,325,-20.6494,164.6878
1621,Nambiquara do Norte,Brazil,BRA,Vulnerable,323,-11.8028,-59.8095
1810,Matís,Brazil,BRA,Vulnerable,322,-6.1405,-70.664
1240,Wauja,Brazil,BRA,Vulnerable,321,-12.2554,-53.5899
2330,Benggoi,Indonesia,IDN,Definitely endangered,320,-3.0748,130.0918
614,Karitiana,Brazil,BRA,Vulnerable,320,-9.7307,-64.0942
761,Apalai,Brazil,BRA,Vulnerable,317,1.2084,-55.1074
141,Kwak'wala,"Canada, United States of America","CAN, USA",Critically endangered,315,50.7338,-127.4982
910,Southern Zoque,Mexico,MEX,Definitely endangered,312,16.7138,-93.1194
446,Tilung,Nepal,NPL,Definitely endangered,310,27.1501,86.5077
1682,Opuuo,Ethiopia,ETH,Critically endangered,307,8.3202,33.8873
642,Panará,Brazil,BRA,Vulnerable,306,-9.449,-54.5965
1690,Aka,India,IND,Critically endangered,300,11.0112,34.2333
1417,Bakole,Cameroon,CMR,Critically endangered,300,4.5764,8.8439
2088,Bathari,Oman,OMN,Critically endangered,300,17.8846,55.5853
592,Brokkat,Bhutan,BTN,Definitely endangered,300,27.5618,90.6152
2669,Duwet,Papua New Guinea,PNG,Vulnerable,300,-6.4763,146.8377
2168,Faire Atta,Philippines,PHL,Severely endangered,300,18.027,120.4929
2418,Green Gelao (China),China,CHN,Critically endangered,300,27.7022,106.0952
524,Green Gelao (Viet Nam),Viet Nam,VNM,Critically endangered,300,23.1333,105.25
1884,Guatuso,Costa Rica,CRI,Severely endangered,300,10.6723,-84.8256
187,Gupapuyngu,Australia,AUS,Vulnerable,300,-12.6624,136.549
364,Istro-Romanian,Croatia,HRV,Severely endangered,300,45.3907,14.436
787,Jicarilla Apache,United States of America,USA,Severely endangered,300,36.9336,-106.9984
2674,Kandas,Papua New Guinea,PNG,Vulnerable,300,-4.4121,152.7868
1421,Kangjia,China,CHN,Severely endangered,300,36.0757,102.2991
1618,Kaxarari,Brazil,BRA,Critically endangered,300,-9.5682,-66.1596
2546,Kwansu,Indonesia,IDN,Vulnerable,300,-2.5383,140.2061
2548,Legenyem,Indonesia,IDN,Vulnerable,300,-0.3186,130.7345
1775,Mandaic,"Iran (Islamic Republic of), Iraq","IRN, IRQ",Critically endangered,300,31.3348,48.7023
706,Mangareva,French Polynesia (France),PYF,Severely endangered,300,-23.1226,-134.978
14,Mani,"Guinea, Sierra Leone","GIN, SLE",Critically endangered,300,9.1129,-13.2165
2193,Maniq,Thailand,THA,Definitely endangered,300,7.35,99.9333
1397,Mono,Cameroon,CMR,Critically endangered,300,8.6679,14.1723
1466,Northern Paiute (Oregon),United States of America,USA,Critically endangered,300,43.5883,-119.0595
2256,Phong,Lao People's Democratic Republic,LAO,Definitely endangered,300,18.3333,105
1632,Shanenawa,Brazil,BRA,Vulnerable,300,-8.1014,-70.2129
2699,Sissano,Papua New Guinea,PNG,Critically endangered,300,-3.0129,142.0491
412,Skolt Saami,"Finland, Norway, Russian Federation","FIN, NOR, RUS",Severely endangered,300,69.5333,28.6269
2569,Tarpia,Indonesia,IDN,Severely endangered,300,-2.3723,140.0317
2570,Tause,Indonesia,IDN,Vulnerable,300,-2.8744,136.2469
2080,Thaayorre,Australia,AUS,Definitely endangered,300,-15.0867,141.7167
278,Tlingit (United States of America),United States of America,USA,Critically endangered,300,58.334,-133.7475
1863,Tol,Honduras,HND,Critically endangered,300,15.293,-87.1416
417,Tsakonian,Greece,GRC,Critically endangered,300,37.1712,22.7911
313,Tuahka,Nicaragua,NIC,Severely endangered,300,13.838,-84.4409
1471,Ute (Utah),United States of America,USA,Severely endangered,300,40.2329,-109.8223
1593,Vedda,Sri Lanka,LKA,Definitely endangered,300,7.346,81.3935
2509,Vera'a,Vanuatu,VUT,Definitely endangered,300,-13.872,167.4323
2700,Warapu,Papua New Guinea,PNG,Severely endangered,300,-2.9876,141.9838
2325,Waru,Indonesia,IDN,Definitely endangered,300,-3.4393,121.9921
324,Yawarana,Venezuela (Bolivarian Republic of),VEN,Severely endangered,300,5.3863,-66.0058
2712,Yimas,Papua New Guinea,PNG,Severely endangered,300,-4.6038,143.6077
934,Tilapa Otomí,Mexico,MEX,Severely endangered,292,18.8923,-99.2986
1842,Paumarí,Brazil,BRA,Severely endangered,290,-5.8947,-64.5996
1700,Wayana (Brazil),Brazil,BRA,Vulnerable,288,1.3182,-55.2612
284,Achagua,Colombia,COL,Severely endangered,283,4.434,-70.8837
1755,Guajá,Brazil,BRA,Vulnerable,283,-3.4914,-46.2963
1319,Maniwaki Algonquin,Canada,CAN,Severely endangered,280,46.3392,-76.0485
898,Alabama,United States of America,USA,Definitely endangered,275,30.7158,-94.7028
846,Cocopa (Arizona),United States of America,USA,Severely endangered,275,32.608,-114.6497
1637,Miltu,Chad,TCD,Critically endangered,272,10.2149,17.3913
1665,Arara do Pará,Brazil,BRA,Vulnerable,271,-3.7546,-52.976
2673,Kaki Ae,Papua New Guinea,PNG,Vulnerable,266,-7.9653,145.7858
2356,Nisga'a,Canada,CAN,Severely endangered,265,55.2035,-129.07
946,"Zapotec of the Valleys, central",Mexico,MEX,Severely endangered,257,16.85,-96.6666
2662,Bosilewa,Papua New Guinea,PNG,Vulnerable,250,-9.449,150.661
2058,Caquinte Campa,Peru,PER,Definitely endangered,250,-11.146,-73.4765
263,Gwich'in (Canada),Canada,CAN,Severely endangered,250,67.4407,-134.8272
2335,Kaibobo,Indonesia,IDN,Definitely endangered,250,-3.1843,128.1829
2672,Kaiep,Papua New Guinea,PNG,Vulnerable,250,-3.6666,143.8166
2582,Kaiy,Indonesia,IDN,Vulnerable,250,-2.943,138.1777
2421,Laji,China,CHN,Critically endangered,250,22.5304,105.885
2505,Lehali,Vanuatu,VUT,Vulnerable,250,-13.5205,167.2998
138,Lillooet,Canada,CAN,Severely endangered,250,50.3326,-122.6789
2506,Löyöp,Vanuatu,VUT,Vulnerable,250,-13.5311,167.3368
228,Nyangumarta,Australia,AUS,Vulnerable,250,-20.016,120.4101
2227,Pear,Cambodia,KHM,Severely endangered,250,12.4666,102.65
552,Ruc,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",Definitely endangered,250,17.6833,105.7833
2564,Sause,Indonesia,IDN,Severely endangered,250,-3.1706,139.7515
911,Texistepecan,Mexico,MEX,Severely endangered,250,17.8941,-94.8163
889,Winnebago (Nebraska),United States of America,USA,Severely endangered,250,42.2475,-96.4722
1550,Winnebago (Wisconsin),United States of America,USA,Severely endangered,250,44.2986,-90.8508
945,Zapotec of San Bartolo Yautepec,Mexico,MEX,Severely endangered,246,16.4333,-95.9666
967,Mixtec of San Miguel Piedras,Mexico,MEX,Severely endangered,243,17,-97.05
253,North Alaskan Inupiaq (Canada),Canada,CAN,Severely endangered,240,68.3217,-133.532
318,Waiwai (Guyana),Guyana,GUY,Vulnerable,240,1.5598,-58.5131
1888,As,Indonesia,IDN,Vulnerable,230,-0.736,131.7727
2380,Siglitun,Canada,CAN,Severely endangered,230,69.4386,-132.9998
1366,K'iche' (Mexico),Mexico,MEX,Definitely endangered,226,19.3482,-90.7177
725,Paipai,Mexico,MEX,Severely endangered,226,29.65,-115.1333
2670,Garuwahi,Papua New Guinea,PNG,Definitely endangered,225,-10.2284,150.4083
876,Picuris,United States of America,USA,Vulnerable,225,36.1914,-105.7151
2498,Neku,New Caledonia (France),NCL,Severely endangered,221,-21.5169,165.4568
2499,Tiri,New Caledonia (France),NCL,Definitely endangered,221,-21.6141,165.7836
1420,Danisi,Botswana,BWA,Critically endangered,220,-19.4769,25.2136
2332,Emplawas,Indonesia,IDN,Definitely endangered,220,-8.0374,129.7375
966,Mixtec of the northeast lowlands,Mexico,MEX,Severely endangered,220,17.5333,-97.35
2689,Musom,Papua New Guinea,PNG,Definitely endangered,219,-6.5391,146.9119
2495,Pwaamèi,New Caledonia (France),NCL,Definitely endangered,219,-20.8767,164.7413
949,"Zapotec of the Valleys, west",Mexico,MEX,Definitely endangered,211,16.2666,-96.8833
1617,Karo,Brazil,BRA,Vulnerable,208,-10.5749,-61.5893
723,Cocopa (Mexico),Mexico,MEX,Definitely endangered,206,32.25,-115.25
1793,Korúbo,Brazil,BRA,Vulnerable,205,-5.8346,-70.9277
1688,Aja,Sudan,SDN,Critically endangered,200,8.6136,25.2465
167,Antakirinya,Australia,AUS,Definitely endangered,200,-26.7848,134.2968
516,Bana,Lao People's Democratic Republic,LAO,Severely endangered,200,20.4836,100.3161
2275,Baras,Indonesia,IDN,Severely endangered,200,-1.8838,119.3774
2166,Batak,Philippines,PHL,Definitely endangered,200,10.1081,119
51,Birri,Central African Republic,CAF,Critically endangered,200,5.4902,26.8505
2522,Bonggo,Indonesia,IDN,Severely endangered,200,-2.2461,139.5208
147,Central Siberian Yupik (Chukotka),Russian Federation,RUS,Severely endangered,200,64.546,-173.128
520,Chawte,Myanmar,MMR,Definitely endangered,200,24.1918,94.2736
2290,Che Wong,Malaysia,MYS,Definitely endangered,200,3.6271,102.1907
29,Defaka,Nigeria,NGA,Critically endangered,200,4.538,7.5311
2668,Doga,Papua New Guinea,PNG,Definitely endangered,200,-9.6278,149.8384
2511,Dorig,Vanuatu,VUT,Definitely endangered,200,-14.3236,167.5669
720,Dukha,Mongolia,MNG,Severely endangered,200,51.9307,98.9318
2641,Emae,Vanuatu,VUT,Vulnerable,200,-17.0567,168.3956
2532,Erokwanas,Indonesia,IDN,Vulnerable,200,-2.8113,132.6708
1841,Gowro,Pakistan,PAK,Severely endangered,200,35.0254,72.9341
439,Hayu,Nepal,NPL,Critically endangered,200,27.2912,86.0696
882,Hidatsa,United States of America,USA,Definitely endangered,200,47.7321,-102.6758
360,Ingrian,Russian Federation,RUS,Severely endangered,200,59.7397,28.7017
191,Iwaidja,Australia,AUS,Vulnerable,200,-11.4592,132.55
2334,Kadai,Indonesia,IDN,Definitely endangered,200,-1.7465,125.2606
2336,Kao,Indonesia,IDN,Definitely endangered,200,1.1479,127.8204
1683,Karo,Ethiopia,ETH,Critically endangered,200,5.2003,36.0681
1732,Kelo,Sudan,SDN,Critically endangered,200,9.4463,34.0219
2635,Kokota,Solomon Islands,SLB,Vulnerable,200,-8.0347,159.1781
2544,Koneraw,Indonesia,IDN,Vulnerable,200,-8.3854,137.9415
1790,Koroshi,Iran (Islamic Republic of),IRN,Critically endangered,200,29.8978,52.6574
2684,Magori,Papua New Guinea,PNG,Vulnerable,200,-10.2554,149.2108
210,Maung,Australia,AUS,Vulnerable,200,-11.913,133.7255
1508,Mehináku,Brazil,BRA,Vulnerable,200,-12.5423,-53.2403
148,Moghol,Afghanistan,AFG,Critically endangered,200,34.3569,61.5875
2198,Ningalami,Afghanistan,AFG,Severely endangered,200,35.2355,71.51
2171,Northern Alta,Philippines,PHL,Severely endangered,200,15.7162,121.4085
2694,Numbani,Papua New Guinea,PNG,Vulnerable,200,-7.5177,147.2991
2250,Nung Ven,Viet Nam,VNM,Vulnerable,200,23.15,105.2166
102,Ongamo,Kenya,KEN,Critically endangered,200,-2.932,37.4853
738,Orejón,Peru,PER,Severely endangered,200,-2.7674,-72.9492
157,Pacific Gulf Yupik,United States of America,USA,Severely endangered,200,58.1938,-155.6542
1860,Pipil,El Salvador,SLV,Critically endangered,200,13.722,-89.7195
2035,Saisiyat,China,CHN,Severely endangered,200,24.5977,121.0762
768,Sauk-Fox,United States of America,USA,Critically endangered,200,41.9637,-92.5768
2702,Sepa,Papua New Guinea,PNG,Vulnerable,200,-4.3245,144.9755
2651,Shark Bay,Vanuatu,VUT,Vulnerable,200,-15.2987,167.1459
1264,Southern Chocho,Mexico,MEX,Severely endangered,200,17.6608,-97.335
2195,Theen,Lao People's Democratic Republic,LAO,Severely endangered,200,20.2022,102.8538
1344,Töitschu,Italy,ITA,Severely endangered,200,45.6913,7.8682
1406,|Xaise,Botswana,BWA,Critically endangered,200,-21.2458,26.1776
1546,Beaver,Canada,CAN,Definitely endangered,195,56.481,-121.8831
2357,Nootka,Canada,CAN,Severely endangered,185,49.2818,-126.0627
724,Tipai (Mexico),Mexico,MEX,Severely endangered,184,32,-116.1166
1627,Uru-eu-au-au,Brazil,BRA,Vulnerable,183,-11.6852,-63.6547
1262,Eastern Chocho,Mexico,MEX,Severely endangered,181,17.7223,-97.3213
2273,Bahonsuai,Indonesia,IDN,Definitely endangered,180,-2.2186,121.6845
2520,Bedoanas,Indonesia,IDN,Vulnerable,180,-2.7263,132.5582
1774,Jarawára,Brazil,BRA,Vulnerable,180,-7.2153,-65.0115
2541,Keder,Indonesia,IDN,Severely endangered,180,-2.043,139.0979
2385,Straits Salish,"Canada, United States of America","CAN, USA",Severely endangered,180,48.4457,-123.4205
1705,Zo'é,Brazil,BRA,Vulnerable,177,0.7909,-57.1289
2363,Central Ojibwe,Canada,CAN,Definitely endangered,175,50.2275,-86.9635
190,Kuurinji,Australia,AUS,Definitely endangered,175,-18.1047,129.8474
2691,Mwatebu,Papua New Guinea,PNG,Definitely endangered,166,-10.0202,151.0537
2637,Zazao,Solomon Islands,SLB,Critically endangered,166,-8.1832,159.2269
948,"Zapotec of the Southern mountains, northwest lowlands",Mexico,MEX,Definitely endangered,164,16.6333,-96.95
2494,Pije,New Caledonia (France),NCL,Severely endangered,161,-20.7869,164.9487
574,Aweti,Brazil,BRA,Vulnerable,160,-12.2053,-53.3705
2512,Koro,Vanuatu,VUT,Definitely endangered,160,-14.3242,167.4728
211,Meriam Mir,Australia,AUS,Definitely endangered,160,-9.9201,144.0472
2695,Onjab,Papua New Guinea,PNG,Vulnerable,160,-9.2973,149.1613
2390,Tsimshian,Canada,CAN,Critically endangered,160,54.5016,-130.3832
1481,Chihuahua Lower Pima,Mexico,MEX,Definitely endangered,159,28.686,-106.1378
1482,Sonora Lower Pima,Mexico,MEX,Severely endangered,159,28.3716,-108.9265
155,Kaska,Canada,CAN,Severely endangered,155,61.9751,-132.4544
2023,Aikana,Brazil,BRA,Definitely endangered,150,-12.651,-60.3918
1452,Aleut (Eastern),United States of America,USA,Critically endangered,150,54.7212,-164.4433
145,Aleut (Western),United States of America,USA,Severely endangered,150,52.2304,-174.1978
2638,Amblong,Vanuatu,VUT,Definitely endangered,150,-15.4933,166.9846
1887,Arguni,Indonesia,IDN,Vulnerable,150,-2.6632,132.5418
1547,Assiniboine (United States of America),United States of America,USA,Critically endangered,150,48.4466,-114.8783
2639,Baki,Vanuatu,VUT,Vulnerable,150,-16.7013,168.145
1877,Cacua,Colombia,COL,Severely endangered,150,0.9166,-69.5
2213,Camarines Norte Agta,Philippines,PHL,Severely endangered,150,14.0135,122.8873
1796,Cubeo (Brazil),Brazil,BRA,Definitely endangered,150,1.2713,-67.8076
1458,Gwich'in (United States of America),United States of America,USA,Severely endangered,150,68.1171,-145.5173
2504,Hiw,Vanuatu,VUT,Definitely endangered,150,-13.1343,166.5671
1669,Katxuyana-Xikuyána,Brazil,BRA,Vulnerable,150,2.043,-55.4589
480,Ket,Russian Federation,RUS,Severely endangered,150,62.6236,87.7148
154,Koyukon,United States of America,USA,Critically endangered,150,66.3375,-151.1608
2646,Malmariv,Vanuatu,VUT,Vulnerable,150,-15.2656,166.9104
2199,Mt. Iraya Agta,Philippines,PHL,Definitely endangered,150,13.459,123.5467
737,Ocaina (Peru),Peru,PER,Critically endangered,150,-2.8552,-71.9824
2696,Papapana,Papua New Guinea,PNG,Definitely endangered,150,-5.8974,155.2505
842,Quechan,United States of America,USA,Definitely endangered,150,32.7279,-114.7255
2164,Southern Ayta,Philippines,PHL,Critically endangered,150,13.027,124.1549
